order_id,order_date,year,quarter,month_name,day_name,customer_id,customer_name,age,age_group,gender,region,city,product_category,product_name,quantity,unit_price,discount_pct,discount_group,sales_amount,profit_margin,profit,shipping_cost,payment_method,customer_satisfaction,return_flag,order_status,days_to_ship
ORD-02354,14/10/2022,2022,Q4,October,Friday,CUST69204,Arjun Joshi,3,Child & Teen,Other,North,Ludhiana,Sports,Yoga Mat,1,6882.24,0.06,Low,5996.92,26%,1545.12,56.46,Cash on Delivery,,TRUE,Returned,3
ORD-00623,10/06/2020,2020,Q2,June,Wednesday,CUST24662,Kavya Joshi,36,Adult,Other,Central,Raipur,Groceries,Rice (5kg),8,498.13,0.2,Medium,2870.12,8%,226.32,36.47,UPI,4,TRUE,Returned,6
ORD-00417,07/02/2020,2020,Q1,February,Friday,CUST24241,Meera Mehta,19,Young Adult,Male,Central,Indore,Groceries,Cooking Oil,6,170,0.36,Very High,834.1,6%,50.58,64.22,Net Banking,2,FALSE,Pending,5
ORD-03426,25/01/2024,2024,Q1,January,Thursday,CUST99964,Vikram Iyer,4,Child & Teen,Male,East,Kolkata,Beauty,Shampoo,9,432.41,0.37,Very High,2362.96,50%,1178.26,86.75,Net Banking,5,FALSE,Shipped,10
ORD-00125,17/02/2020,2020,Q1,February,Monday,CUST87260,Aarav Chatterjee,46,Adult,Other,East,Kolkata,Groceries,Sugar,5,308.01,0.04,Low,1315.86,4%,56.05,55.47,Cash on Delivery,2,FALSE,Delivered,2
ORD-00577,15/09/2020,2020,Q3,September,Tuesday,CUST53381,Aditya Pillai,54,Adult,Other,Central,Raipur,Sports,Cycle,8,10241.77,0.29,High,61888.65,21%,13264.84,67.15,Debit Card,1,TRUE,Returned,6
ORD-02110,17/07/2022,2022,Q3,July,Sunday,CUST80301,Priya Mehta,31,Young Adult,Other,Central,Indore,Books,Self-Help Book,,854,0.33,Very High,691.57,47%,321.8,40.83,Cash on Delivery,1,TRUE,Returned,6
ORD-01444,14/10/2021,2021,Q4,October,Thursday,CUST08288,Sanjay Verma,33,Young Adult,Male,South,Bangalore,Sports,Yoga Mat,9,2605.13,0.21,High,20094.94,12%,2400.52,83.93,EMI,4,TRUE,Returned,5
ORD-03182,10/07/2023,2023,Q3,July,Monday,CUST49514,Shreya Verma,34,Young Adult,Male,West,Ahmedabad,Clothing,Saree,1,3669.1,0.23,High,2724.49,42%,1136.46,66,EMI,5,FALSE,Delivered,9
ORD-00496,08/05/2020,2020,Q2,May,Friday,CUST35738,Nikhil Verma,44,Adult,Other,East,Bhubaneswar,Furniture,Bookshelf,6,10121.63,0.2,Medium,61938.25,32%,19909.16,79.23,UPI,1,FALSE,Shipped,2
ORD-00854,24/01/2021,2021,Q1,January,Sunday,CUST64876,Rahul Sharma,38,Adult,Female,South,Bangalore,Clothing,Saree,10,546.08,0.02,Low,4248.99,29%,1231.33,64.33,Cash on Delivery,5,FALSE,Delivered,
ORD-00271,29/04/2020,2020,Q2,April,Wednesday,CUST41469,Rahul Bhat,44,Adult,Male,West,Surat,Electronics,Camera,5,20270.62,0.13,Medium,92969.99,11%,10193.11,48.68,Debit Card,2,FALSE,Delivered,3
ORD-00615,10/03/2020,2020,Q1,March,Tuesday,CUST47101,Sanjay Shah,18,Young Adult,Other,Central,Raipur,Electronics,Headphones,7,37436.56,0.37,Very High,134393.01,16%,20949.87,52.14,UPI,2,FALSE,Delivered,10
ORD-03412,18/01/2024,2024,Q1,January,Thursday,CUST88295,Deepa Reddy,,,Other,Central,Bhopal,Clothing,T-Shirt,7,1628.33,0.37,Very High,7092.35,39%,2745.59,37.91,Credit Card,1,TRUE,Returned,3
ORD-03685,19/05/2024,2024,Q2,May,Sunday,CUST54368,Rahul Bhat,26,Young Adult,Other,East,Kolkata,Beauty,Lipstick,4,1340.35,0.28,High,6161.42,37%,2285.21,75.46,Net Banking,2,FALSE,Delivered,7
ORD-02233,31/08/2022,2022,Q3,August,Wednesday,CUST53670,Deepa Iyer,32,Young Adult,Male,West,Surat,Clothing,Dress,7,3559.36,0.26,High,22968.4,42%,9552.92,50.49,Net Banking,4,FALSE,Delivered,5
ORD-03340,16/12/2023,2023,Q4,December,Saturday,CUST00381,Pooja Kumar,15,Child & Teen,Female,South,Chennai,Beauty,Perfume,8,1831.18,0.37,Very High,8593.6,29%,2469.88,52.31,EMI,4,FALSE,Delivered,5
ORD-00958,03/11/2021,2021,Q4,November,Wednesday,CUST07589,Rohan Shah,3,Child & Teen,Male,North,Amritsar,Groceries,Dal (1kg),7,236.4,0.32,Very High,1215.84,7%,86.13,33.05,Cash on Delivery,2,TRUE,Returned,3
ORD-02135,25/07/2022,2022,Q3,July,Monday,CUST59057,Sunita Patel,44,Adult,Other,East,Kolkata,Sports,Tennis Racket,8,12531.28,0.26,High,102179.33,18%,18509.68,84.53,Cash on Delivery,1,FALSE,Shipped,6
ORD-00681,11/04/2020,2020,Q2,April,Saturday,CUST25326,Shreya Das,3,Child & Teen,Male,East,Guwahati,Sports,Tennis Racket,1,13269.22,0.27,High,7469.13,25%,1868.37,57.24,Cash on Delivery,2,FALSE,Cancelled,1
ORD-02649,19/02/2023,2023,Q1,February,Sunday,CUST25132,Aditya Nair,36,Adult,Male,North,Chandigarh,Furniture,Bookshelf,6,3886.28,0.02,Low,22799.71,20%,4659.41,44.59,Cash on Delivery,1,FALSE,Delivered,6
ORD-00814,01/08/2021,2021,Q3,August,Sunday,CUST27919,Deepa Bose,48,Adult,Female,East,Bhubaneswar,Clothing,Dress,3,1116.6,0.09,Low,2760.68,31%,860.81,92.64,EMI,4,FALSE,Delivered,2
ORD-02368,21/10/2022,2022,Q4,October,Friday,CUST57089,Shreya Bhat,48,Adult,Male,West,Ahmedabad,Furniture,Sofa,,6159.86,0.03,Low,5594.1,19%,1071.64,52.14,EMI,2,FALSE,Delivered,5
ORD-03156,29/09/2023,2023,Q3,September,Friday,CUST34657,Ananya Mishra,31,Young Adult,Other,East,Guwahati,Groceries,Tea,7,72.5,0.28,High,449.07,8%,36.76,80.15,UPI,4,FALSE,Cancelled,9
ORD-01658,01/09/2022,2022,Q3,September,Thursday,CUST14731,Aditya Patel,37,Adult,Female,Central,Nagpur,Beauty,Perfume,2,1173.03,0.29,High,1370.12,44%,604.94,50.86,Debit Card,3,FALSE,Delivered,1
ORD-00587,19/09/2020,2020,Q3,September,Saturday,CUST69337,Sunita Shah,3,Child & Teen,Female,Central,Indore,Electronics,Tablet,10,5927.03,0.37,Very High,41239.82,11%,4624.52,77.35,Cash on Delivery,4,FALSE,Delivered,4
ORD-02543,01/09/2023,2023,Q3,September,Friday,CUST35512,Rohan Joshi,44,Adult,Other,Central,Indore,Sports,Dumbbells,6,14871.36,0.23,High,56010.61,16%,9090.55,74.65,Cash on Delivery,2,FALSE,Delivered,8
ORD-03592,04/11/2024,2024,Q4,November,Monday,CUST10003,Rohan Joshi,15,Child & Teen,Male,West,Pune,Beauty,Face Cream,2,1384.67,,,4252.35,35%,1481.85,74.86,Cash on Delivery,3,FALSE,Delivered,8
ORD-00940,28/02/2021,2021,Q1,February,Sunday,CUST20288,Priya Mehta,32,Young Adult,Female,East,Patna,Books,Cook Book,1,1285.8,0.12,Medium,930.59,36%,331.39,110.69,EMI,1,FALSE,Shipped,8
ORD-03709,06/03/2024,2024,Q1,March,Wednesday,CUST34494,Rahul Mehta,4,Child & Teen,Other,South,Chennai,Electronics,Laptop,9,62118.25,0.27,High,741493.84,12%,88815.59,64.34,EMI,1,FALSE,Shipped,6
ORD-01178,06/12/2021,2021,Q4,December,Monday,CUST90166,Aditya Mishra,42,Adult,Other,Central,Bhopal,Furniture,Bed Frame,10,10408.77,0.32,Very High,104668.88,35%,36667.24,59.71,Credit Card,2,TRUE,Returned,5
ORD-02130,24/07/2022,2022,Q3,July,Sunday,CUST23716,Vikram Nair,46,Adult,Other,West,Surat,Beauty,Face Cream,8,1555.78,0.04,Low,16126.18,31%,4937.06,68.28,Net Banking,3,FALSE,Delivered,10
ORD-02092,07/09/2022,2022,Q3,September,Wednesday,CUST11724,Aarav Reddy,38,Adult,Male,East,Patna,Groceries,Tea,10,282.32,0.11,Medium,3690.15,7%,255.64,68.13,EMI,4,TRUE,Returned,2
ORD-04128,30/11/2024,2024,Q4,November,Saturday,CUST77827,Shreya Iyer,5,Child & Teen,Female,West,Surat,Sports,Cricket Bat,1,3657.04,,,3446.01,18%,616.93,48.37,Debit Card,3,FALSE,Delivered,1
ORD-02330,10/08/2022,2022,Q3,August,Wednesday,CUST47001,Nikhil Mishra,29,Young Adult,Other,Central,Nagpur,Sports,Cricket Bat,7,8342.21,0.31,Very High,46118.01,22%,10147.74,47.94,Credit Card,5,FALSE,Delivered,1
ORD-02454,29/11/2022,2022,Q4,November,Tuesday,CUST09118,Aarav Verma,27,Young Adult,Other,East,Kolkata,Sports,Football,1,2937.76,0.07,Low,2128.61,17%,360.5,64.66,Credit Card,5,FALSE,Delivered,6
ORD-02557,14/01/2023,2023,Q1,January,Saturday,CUST61978,Amit Chatterjee,13,Child & Teen,Female,South,Kochi,Clothing,T-Shirt,4,1975.84,0.38,Very High,3561.8,36%,1285.63,69.35,Cash on Delivery,2,FALSE,Delivered,7
ORD-03101,09/03/2023,2023,Q1,March,Thursday,CUST69379,Rohan Pillai,22,Young Adult,Other,North,Chandigarh,Furniture,Bookshelf,7,31725.3,0.37,Very High,162459.18,24%,38520.59,64.24,EMI,3,FALSE,Delivered,3
ORD-02839,21/05/2023,2023,Q2,May,Sunday,CUST65852,Kavya Patel,21,Young Adult,Other,South,Chennai,Sports,Yoga Mat,7,7147.56,0.25,High,64932.35,28%,18485.24,94.91,Debit Card,5,FALSE,Delivered,5
ORD-01511,11/12/2021,2021,Q4,December,Saturday,CUST08590,Ananya Reddy,42,Adult,Female,East,Patna,Groceries,Sugar,8,465.39,0.2,Medium,2501.07,7%,173.37,89.42,UPI,3,FALSE,Shipped,2
ORD-00504,08/11/2020,2020,Q4,November,Sunday,CUST76030,Nisha Verma,37,Adult,Other,West,Ahmedabad,Clothing,Dress,10,2383.2,0.23,High,19650.37,53%,10442.57,79.75,Credit Card,2,FALSE,Shipped,10
ORD-03891,08/10/2024,2024,Q4,October,Tuesday,CUST84613,Priya Kumar,23,Young Adult,Other,South,Bangalore,Furniture,Desk,1,17279.95,0.36,Very High,15219.05,28%,4268.25,69.91,EMI,4,FALSE,Cancelled,4
ORD-01941,05/06/2022,2022,Q2,June,Sunday,CUST72548,Vikram Verma,4,Child & Teen,Female,Central,Bhopal,Beauty,Face Cream,5,663.74,0.09,Low,4621.52,47%,2166.11,60.08,Credit Card,2,FALSE,Delivered,4
ORD-02073,07/03/2022,2022,Q1,March,Monday,CUST56467,Karan Kumar,36,Adult,Other,Central,Nagpur,Beauty,Hair Oil,7,541.57,0.38,Very High,3426.91,46%,1569.49,60.06,EMI,2,FALSE,Delivered,3
ORD-02253,09/09/2022,2022,Q3,September,Friday,CUST22702,Arjun Rao,54,Adult,Female,East,Kolkata,Furniture,Wardrobe,5,26136.57,0,No Discount,148485.58,26%,38154.91,66.36,UPI,1,FALSE,Cancelled,5
ORD-04062,28/10/2024,2024,Q4,October,Monday,CUST68176,Rahul Kapoor,39,Adult,Other,East,Bhubaneswar,Books,Self-Help Book,7,1034.14,0.16,Medium,6020,43%,2601.05,80.96,Cash on Delivery,5,FALSE,Delivered,9
ORD-03967,09/08/2024,2024,Q3,August,Friday,CUST37272,Rohan Chatterjee,52,Adult,Female,South,Hyderabad,Beauty,Face Cream,10,1414.73,0.32,Very High,12821.19,58%,7374.35,58.56,UPI,2,FALSE,Delivered,5
ORD-03269,11/12/2023,2023,Q4,December,Monday,CUST63780,Vikram Iyer,49,Adult,Male,Central,Nagpur,Groceries,Dal (1kg),2,53.72,0.33,Very High,63.44,8%,5.23,62.93,Credit Card,2,TRUE,Returned,9
ORD-01600,14/12/2021,2021,Q4,December,Tuesday,CUST62870,Nisha Sharma,26,Young Adult,Other,Central,Indore,Groceries,Sugar,10,293.89,0.38,Very High,1212.94,11%,128.26,43.01,Net Banking,1,FALSE,Pending,6
ORD-01003,31/03/2021,2021,Q1,March,Wednesday,CUST87374,Ritu Gupta,3,Child & Teen,Female,Central,Indore,Books,Fiction Novel,3,672.84,0.35,Very High,1371.74,40%,547.98,61.75,Net Banking,1,TRUE,Returned,8
ORD-00840,19/01/2021,2021,Q1,January,Tuesday,CUST21706,Arjun Bose,4,Child & Teen,Female,Central,Bhopal,Groceries,Flour,8,250.4,0.34,Very High,989.57,6%,63.61,62.31,Credit Card,4,FALSE,Delivered,9
ORD-02591,31/01/2023,2023,Q1,January,Tuesday,CUST31554,Aditya Kumar,28,Young Adult,Female,West,Surat,Electronics,Camera,7,67056.12,0.16,Medium,386566.32,11%,40666.72,42.69,UPI,2,FALSE,Pending,7
ORD-02071,07/03/2022,2022,Q1,March,Monday,CUST84689,Meera Sharma,25,Young Adult,Other,West,Mumbai,Beauty,Lipstick,10,718.67,0.32,Very High,6934.59,39%,2686.48,47.47,Cash on Delivery,4,FALSE,Delivered,6
ORD-01919,28/04/2022,2022,Q2,April,Thursday,CUST47510,Ritu Gupta,37,Adult,Female,East,Kolkata,Groceries,Flour,2,104.13,0.39,Very High,155.91,10%,16.21,58.21,EMI,3,TRUE,Returned,10
ORD-03682,17/05/2024,2024,Q2,May,Friday,CUST30084,Ritu Bose,,,Other,North,Ludhiana,Clothing,Saree,5,1894.58,0.19,Medium,13572.12,40%,5410.53,40.74,Debit Card,4,FALSE,Delivered,3
ORD-03702,26/05/2024,2024,Q2,May,Sunday,CUST35943,Nisha Mehta,44,Adult,Other,North,Amritsar,Beauty,Face Cream,5,678.22,0.34,Very High,3655.87,37%,1361.71,56.46,EMI,2,FALSE,Shipped,3
ORD-00736,12/01/2020,2020,Q1,January,Sunday,CUST74868,Priya Patel,46,Adult,Male,West,Mumbai,Groceries,Dal (1kg),1,94.57,0.38,Very High,44.61,6%,2.87,55.93,EMI,,FALSE,Delivered,8
ORD-00108,02/10/2020,2020,Q4,October,Friday,CUST71620,Sunita Pillai,26,Young Adult,Male,South,Hyderabad,Furniture,Wardrobe,10,26170.61,0.14,Medium,206121.15,31%,64822.6,51.37,Cash on Delivery,5,FALSE,Cancelled,10
ORD-02438,24/11/2022,2022,Q4,November,Thursday,CUST92064,Rahul Shah,3,Child & Teen,Male,West,Mumbai,Electronics,Laptop,10,42734.97,0.19,Medium,285560.12,15%,41480.81,68.69,Net Banking,4,FALSE,Delivered,6
ORD-00833,16/01/2021,2021,Q1,January,Saturday,CUST53156,Rohan Iyer,44,Adult,Male,Central,Raipur,Clothing,Kurta,8,1374.51,0.25,High,7027.6,36%,2549.49,47.72,EMI,2,FALSE,delivered,
ORD-00689,11/08/2020,2020,Q3,August,Tuesday,CUST06352,Sunita Singh,43,Adult,Other,North,Delhi,Groceries,Rice (5kg),999,195.29,0.1,Low,140042.31,7%,9617.93,60.48,Credit Card,,FALSE,Delivered,7
ORD-03363,26/12/2023,2023,Q4,December,Tuesday,CUST98456,Nikhil Bose,4,Child & Teen,Female,South,Chennai,Furniture,Desk,1,8061.02,0.24,High,5002.7,23%,1155.06,108.12,Credit Card,4,FALSE,Cancelled,6
ORD-01678,19/01/2022,2022,Q1,January,Wednesday,CUST69653,Karan Sharma,25,Young Adult,Male,West,Ahmedabad,Sports,Yoga Mat,10,14755.73,0.33,Very High,79877.72,22%,17279.41,54.29,Debit Card,5,FALSE,Delivered,6
ORD-00040,15/01/2020,2020,Q1,January,Wednesday,CUST53328,Shreya Gupta,5,Child & Teen,Male,East,Bhubaneswar,Beauty,Shampoo,8,2450.85,0.02,Low,13737.04,39%,5401.03,95.73,Net Banking,2,FALSE,Delivered,
ORD-01163,06/05/2021,2021,Q2,May,Thursday,CUST43541,Kavya Gupta,36,Adult,Male,West,Mumbai,Clothing,T-Shirt,3,3190.15,0.14,Medium,12589.64,26%,3253.84,41,UPI,1,FALSE,Delivered,6
ORD-02426,15/11/2022,2022,Q4,November,Tuesday,CUST17865,Sanjay Pillai,32,Young Adult,Female,South,Bangalore,Groceries,Sugar,5,450.47,0.3,High,1325.61,8%,106.62,50.58,Cash on Delivery,5,FALSE,Cancelled,7
ORD-01903,21/04/2022,2022,Q2,April,Thursday,CUST83392,Kavya Shah,22,Young Adult,Other,South,Bangalore,Sports,Dumbbells,3,10164.78,0.29,High,27674.49,15%,4282.27,81.55,Cash on Delivery,,TRUE,Returned,7
ORD-04042,20/10/2024,2024,Q4,October,Sunday,CUST13143,Rahul Mehta,15,Child & Teen,Other,Central,Raipur,Sports,Dumbbells,7,8478.88,0.28,High,51799.45,24%,12429.32,63.81,Cash on Delivery,,FALSE,delivered,10
ORD-03152,28/09/2023,2023,Q3,September,Thursday,CUST23783,Nikhil Kumar,29,Young Adult,Other,West,Surat,Books,Fiction Novel,7,606.81,0.04,Low,4234.64,38%,1593.45,88.92,EMI,4,FALSE,Shipped,3
ORD-00762,12/11/2020,2020,Q4,November,Thursday,CUST56124,Rohan Patel,31,Young Adult,Female,North,Ludhiana,Sports,Cycle,,9275.47,0.32,Very High,4385.2,24%,1038.19,42.64,Debit Card,1,TRUE,Returned,6
ORD-01874,04/07/2022,2022,Q3,July,Monday,CUST43568,Pooja Kapoor,56,Senior,Male,East,Bhubaneswar,Books,Textbook,10,781.54,0.38,Very High,5556.24,39%,2168.7,78.77,Net Banking,5,FALSE,Delivered,4
ORD-00910,02/11/2021,2021,Q4,November,Tuesday,CUST43459,Arjun Gupta,71,Senior,Female,South,Chennai,Sports,Yoga Mat,2,1368.36,,,2751.01,11%,302.67,73.32,Debit Card,5,FALSE,Delivered,3
ORD-00822,01/12/2021,2021,Q4,December,Wednesday,CUST46373,Ananya Kapoor,17,Child & Teen,Female,West,Ahmedabad,Clothing,Kurta,5,3585.04,,,12519.02,32%,4000.6,65.28,Net Banking,4,FALSE,Delivered,4
ORD-02848,26/05/2023,2023,Q2,May,Friday,CUST09047,Ritu Sharma,,,Male,West,Pune,Electronics,Headphones,9,53164.48,0.28,High,461808.2,10%,47885.66,54.33,Cash on Delivery,2,FALSE,Delivered,10
ORD-03082,24/08/2023,2023,Q3,August,Thursday,CUST93135,Karan Das,33,Young Adult,Male,South,Bangalore,Clothing,Dress,10,3548.29,0.33,Very High,32142.13,43%,13918.96,75.2,Net Banking,3,FALSE,Pending,8
ORD-02336,10/10/2022,2022,Q4,October,Monday,CUST70109,Ananya Bose,52,Adult,Female,West,Ahmedabad,Groceries,Tea,8,473.63,0.35,Very High,3088.56,7%,221.64,49.07,Net Banking,5,FALSE,Shipped,9
ORD-00723,27/11/2020,2020,Q4,November,Friday,CUST73920,Shreya Joshi,3,Child & Teen,Male,West,Pune,Clothing,Dress,2,2740.49,,,3954.93,36%,1439.89,70.08,EMI,3,TRUE,Returned,1
ORD-03941,26/08/2024,2024,Q3,August,Monday,CUST54628,Amit Das,51,Adult,Other,South,Kochi,Furniture,Desk,2,17035.15,0.2,Medium,43451.64,21%,9088.3,103.64,Debit Card,1,FALSE,Delivered,3
ORD-02699,15/03/2023,2023,Q1,March,Wednesday,CUST30292,Aarav Bose,45,Adult,Other,North,Amritsar,Sports,Tennis Racket,2,7389.74,0.4,Very High,13163.06,20%,2642.15,49.76,Debit Card,4,TRUE,Returned,6
ORD-03348,19/12/2023,2023,Q4,December,Tuesday,CUST22988,Rahul Shah,55,Adult,Other,Central,Nagpur,Groceries,Rice (5kg),10,135.28,0.11,Medium,1099.56,11%,117.16,52.31,Cash on Delivery,4,FALSE,Cancelled,8
ORD-01072,29/04/2021,2021,Q2,April,Thursday,CUST97294,Priya Kapoor,37,Adult,Other,East,Bhubaneswar,Sports,Cricket Bat,1,14885.78,0.36,Very High,12389.87,13%,1669.38,87.48,Cash on Delivery,3,FALSE,Cancelled,5
ORD-03476,17/02/2024,2024,Q1,February,Saturday,CUST72336,Priya Nair,43,Adult,Male,North,Ludhiana,Books,Textbook,1,649.08,0.07,Low,649.52,51%,331.12,65.5,UPI,4,FALSE,Pending,1
ORD-02037,17/06/2022,2022,Q2,June,Friday,CUST43812,Kavya Kapoor,18,Young Adult,Female,South,Kochi,Groceries,Tea,10,190.56,0.06,Low,3127.61,8%,256.19,101.94,EMI,,TRUE,Returned,2
ORD-02102,14/07/2022,2022,Q3,July,Thursday,CUST33411,Karan Bose,48,Adult,Male,South,Bangalore,Sports,Yoga Mat,9,3817.71,0.25,High,41379.36,20%,8384.06,104.35,UPI,5,FALSE,Delivered,9
ORD-01099,05/11/2021,2021,Q4,November,Friday,CUST12441,Priya Nair,41,Adult,Female,South,Chennai,Clothing,Kurta,6,1254.64,0.03,Low,10261.46,30%,3117.09,62.14,UPI,5,FALSE,Shipped,1
ORD-00296,05/09/2020,2020,Q3,September,Saturday,CUST10572,Shreya Bose,32,Young Adult,Other,East,Guwahati,Sports,Yoga Mat,10,4628.22,,,53982.41,19%,10198.59,81.65,EMI,3,FALSE,Delivered,1
ORD-02387,30/10/2022,2022,Q4,October,Sunday,CUST50482,Aarav Iyer,26,Young Adult,Female,South,Kochi,Sports,Yoga Mat,8,10568.63,0.21,High,55630.33,26%,14348.89,77.59,Debit Card,4,FALSE,Delivered,1
ORD-00046,18/01/2020,2020,Q1,January,Saturday,CUST01705,Priya Iyer,29,Young Adult,Female,West,Pune,Clothing,Dress,1,2597.86,0.22,High,1513.98,35%,537.05,56.63,Cash on Delivery,4,FALSE,Cancelled,8
ORD-03443,02/01/2024,2024,Q1,January,Tuesday,CUST29477,Arjun Iyer,51,Adult,Female,South,Bangalore,Sports,Cycle,6,5856.01,0.18,Medium,26851.31,32%,8697.76,63.02,Debit Card,3,FALSE,Delivered,2
ORD-00039,15/01/2020,2020,Q1,January,Wednesday,CUST51057,Aarav Pillai,15,Child & Teen,Male,West,Mumbai,Beauty,Perfume,6,1616.14,0.37,Very High,4074.48,43%,1744.23,70.31,Net Banking,2,FALSE,Delivered,3
ORD-03335,13/12/2023,2023,Q4,December,Wednesday,CUST09205,Aarav Singh,38,Adult,Other,South,Hyderabad,Groceries,Rice (5kg),8,117.19,0.18,Medium,525.6,10%,50.27,74.25,EMI,5,FALSE,Delivered,8
ORD-01985,26/05/2022,2022,Q2,May,Thursday,CUST62252,Vikram Mehta,22,Young Adult,Male,Central,Bhopal,Sports,Dumbbells,4,871.51,0.38,Very High,3475.68,16%,572.32,44.83,UPI,3,FALSE,Delivered,3
ORD-03651,05/05/2024,2024,Q2,May,Sunday,CUST95089,Amit Verma,4,Child & Teen,Female,Central,Nagpur,Beauty,Sunscreen,8,1207.93,0.26,High,11716.75,38%,4482.22,60.34,EMI,5,FALSE,Delivered,4
ORD-00855,25/01/2021,2021,Q1,January,Monday,CUST20377,Nisha Sharma,33,Young Adult,Other,East,Guwahati,Beauty,Face Cream,9,1589.89,0.08,Low,10590.69,51%,5434.65,87.21,Cash on Delivery,4,FALSE,Delivered,4
ORD-02036,16/06/2022,2022,Q2,June,Thursday,CUST01271,Ritu Gupta,21,Young Adult,Female,South,Chennai,Groceries,Cooking Oil,9,468.64,0.21,High,5155.01,4%,228.82,46.36,Credit Card,4,FALSE,Delivered,5
ORD-02142,29/07/2022,2022,Q3,July,Friday,CUST09685,Shreya Gupta,42,Adult,Female,North,Chandigarh,Sports,Yoga Mat,3,7955.73,0.22,High,26168.55,21%,5570.15,48.56,Debit Card,1,FALSE,Delivered,2
ORD-00033,01/12/2020,2020,Q4,December,Tuesday,CUST74345,Shreya Patel,18,Young Adult,Male,South,Hyderabad,Books,Textbook,2,626.54,0.21,High,805.43,45%,364.25,56.69,UPI,3,FALSE,Delivered,8
ORD-00019,01/07/2020,2020,Q3,July,Wednesday,CUST27279,Sunita Iyer,26,Young Adult,Male,Central,Nagpur,Groceries,Sugar,6,435.26,0.24,High,1450.57,9%,128.4,57.95,Net Banking,5,FALSE,Pending,3
ORD-00248,20/04/2020,2020,Q2,April,Monday,CUST27111,Deepa Reddy,39,Adult,Male,West,Pune,Furniture,Bed Frame,9,20578.89,0.1,Low,193354.91,24%,46837.64,76.42,EMI,2,FALSE,Delivered,1
ORD-02489,16/12/2022,2022,Q4,December,Friday,CUST09533,Nikhil Verma,46,Adult,Other,Central,Bhopal,Sports,Football,8,2230.31,0.23,High,11449.66,22%,2516.27,57.84,UPI,2,FALSE,Pending,5
ORD-01253,19/07/2021,2021,Q3,July,Monday,CUST22505,Shreya Chatterjee,31,Young Adult,Male,South,Kochi,Groceries,Rice (5kg),5,443.63,0.36,Very High,1854.03,9%,166.1,43.69,Cash on Delivery,2,TRUE,Returned,2
ORD-00196,28/03/2020,2020,Q1,March,Saturday,CUST37557,Arjun Chatterjee,45,Adult,Other,West,Ahmedabad,Clothing,Kurta,1,1971.81,0.05,Low,1592.69,46%,732.33,57.58,EMI,1,FALSE,Delivered,6
ORD-02698,15/03/2023,2023,Q1,March,Wednesday,CUST60455,Meera Kumar,4,Child & Teen,Male,North,Ludhiana,Books,Biography,10,1452.95,0.01,Low,18658.74,31%,5761.15,57.81,Net Banking,3,FALSE,Delivered,2
ORD-00204,30/03/2020,2020,Q1,March,Monday,CUST60582,Aditya Sharma,22,Young Adult,Male,Central,Indore,Electronics,Smartwatch,3,9772.16,,,30220.53,13%,3821.21,87.89,Credit Card,3,FALSE,Delivered,7
ORD-00293,05/09/2020,2020,Q3,September,Saturday,CUST52570,Nikhil Kumar,7,Child & Teen,Other,Central,Nagpur,Sports,Yoga Mat,8,2926.82,0.04,Low,27176.51,30%,8084.38,41.11,EMI,1,FALSE,Delivered,1
ORD-01346,27/08/2021,2021,Q3,August,Friday,CUST63670,Sunita Reddy,53,Adult,Male,North,Ludhiana,Furniture,Desk,10,20350.98,0.22,High,218880.02,20%,43493.86,69.86,EMI,1,FALSE,Delivered,5
ORD-00913,15/02/2021,2021,Q1,February,Monday,CUST25496,Sanjay Pillai,15,Child & Teen,Other,West,Ahmedabad,Furniture,Bed Frame,5,17189.6,0.27,High,55435.55,25%,13684.7,59.73,Credit Card,3,FALSE,Delivered,6
ORD-00114,02/11/2020,2020,Q4,November,Monday,CUST09240,Ananya Das,3,Child & Teen,Male,North,Delhi,Books,Textbook,9,334.26,0.33,Very High,1656.41,33%,547.21,64.37,Credit Card,3,TRUE,Returned,9
ORD-01751,16/02/2022,2022,Q1,February,Wednesday,CUST01506,Sunita Mishra,36,Adult,Female,East,Guwahati,Groceries,Flour,10,340.07,0,No Discount,3411.77,6%,221.45,94.4,UPI,1,FALSE,delivered,10
ORD-03697,24/05/2024,2024,Q2,May,Friday,CUST35363,Amit Das,43,Adult,Other,Central,Nagpur,Books,Textbook,8,734.35,0.3,High,6592.36,35%,2327.04,53.13,UPI,3,FALSE,Delivered,1
ORD-02056,25/06/2022,2022,Q2,June,Saturday,CUST33480,Pooja Singh,31,Young Adult,Other,West,Surat,Sports,Yoga Mat,1,12201.41,0.38,Very High,11448.72,22%,2473.09,54.83,EMI,1,FALSE,Delivered,5
ORD-03879,08/09/2024,2024,Q3,September,Sunday,CUST22795,Nikhil Kumar,18,Young Adult,Male,South,Chennai,Clothing,Jeans,9,892.19,0.29,High,6933.33,45%,3107.54,67.17,EMI,2,FALSE,Delivered,10
ORD-03317,12/05/2023,2023,Q2,May,Friday,CUST33429,Sunita Das,,,Female,North,Chandigarh,Furniture,Desk,3,29726.23,0.07,Low,67800.68,33%,22599.39,72.07,Net Banking,,FALSE,Delivered,10
ORD-03514,03/08/2024,2024,Q3,August,Saturday,CUST77487,Priya Gupta,32,Young Adult,Female,West,Pune,Groceries,Tea,3,248.9,0,No Discount,937.24,10%,91.65,73.94,Credit Card,4,FALSE,Delivered,6
